קישור, שם, מספר
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159157,"הצעת חוק הקמת בית חולים בעיר סח'נין (תיקוני חקיקה), התשפ'א-2021",פ\24\1551
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159137,"הצעת חוק שכר החיילים בשירות סדיר, התשפ'א-2021",פ\24\1546
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158836,"הצעת חוק השבות (תיקון - מיהו יהודי), התשפ'א-2021",פ\24\1557
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158278,"הצעת חוק פיצויים לנפגעי התאונה בהר מירון, התשפ'א-2021",פ\24\1550
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158194,"הצעת חוק ניהול ושימור אתר קבר רבי שמעון בר יוחאי, התשפ'א-2021",פ\24\1657
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156628,"הצעת חוק-יסוד: השפיטה (תיקון - הרכב הוועדה לבחירת שופטים ושימוע טרם בחירת שופטי בית המשפט העליון)",פ\24\1670
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159318,"הצעת חוק הביטוח הלאומי (תיקון - חישוב דמי לידה לפי שנה שקדמה ליום הקובע), התשפ'א-2021",פ\24\1637
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157304,"הצעת חוק שיפוט בתי דין רבניים (נישואין וגירושין) (תיקון - הענקת סמכות לדון בנושא ערכי הזהות היהודית), התשפ'א-2021",פ\24\1577
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158376,"הצעת חוק השימוש בתאריך העברי (תיקון - ציון מניין השנים למדינת ישראל), התשפ'א-2021",פ\24\1668
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159371,"הצעת חוק הביטוח הלאומי (תיקון - הגדלת קצבאות הילדים), התשפ'א-2021",פ\24\1635
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159412,"הצעת חוק חובת שקיפות תקציבית במוסדות החינוך, התשפ'א-2021",פ\24\1629
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158764,"הצעת חוק העונשין (תיקון - עונש מינימום על החזקת נשק בלתי חוקי), התשפ'א-2021",פ\24\1677
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159104,"הצעת חוק החלת החוק הישראלי על כל היישובים היהודיים בשטחי יהודה והשומרון, התשפ'א-2021",פ\24\1652
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159219,"הצעת חוק דחיית מועד הבחירות ברשויות המקומיות (הוראת שעה), התשפ'א-2021",פ\24\1647
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159326,"הצעת חוק החלת המשפט הישראלי ביישובים הישראליים ביהודה והשומרון, התשפ'א-2021",פ\24\1655
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159282,"הצעת חוק ביטוח בריאות ממלכתי (תיקון - הוספת טיפול בקנבוס למטרות רפואיות לסל שירותי הבריאות), התשפ'א-2021",פ\24\1627
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159316,"הצעת חוק הממשלה (תיקון - ועדת שרים לענייני חקיקה), התשפ'א-2021",פ\24\1672
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157205,"הצעת חוק חופש מהתאגדות (הוראת שעה ותיקוני חקיקה), התשפ'א-2021",פ\24\1596
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159078,"הצעת חוק הביטוח הלאומי (תיקון - תשלום קצבת נכות למי שזכאי לקצבת אזרח ותיק), התשפ'א-2021",פ\24\1610
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159244,"הצעת חוק הביטוח הלאומי (תיקון - הצמדת קצבת אזרח ותיק לקו העוני), התשפ''א-2021",פ\24\1642
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159085,"הצעת חוק הביטוח הלאומי (תיקון - דמי אבטלה לעובד עצמאי), התשפ'א-2021",פ\24\1591
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159396,"הצעת חוק לימוד חובה (תיקון - הגבלת מספר התלמידים בכיתה בבית ספר יסודי), התשפ'א-2021",פ\24\1632
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158479,"הצעת חוק רישוי עסקים (תיקון - דרישת רישוי לאירועים דתיים וטקסים), התשפ'א-2021",פ\24\1649
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158730,"הצעת חוק-יסוד: הממשלה (תיקון - דיון בהשתתפות ראש הממשלה)",פ\24\1674
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159147,"הצעת חוק לתיקון פקודת מס הכנסה (נקודות זיכוי להורי חיילים), התשפ'א-2021",פ\24\1572
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159327,"הצעת חוק החברות הממשלתיות (תיקון - ביטול מעורבות רשות החברות הממשלתיות במינוי דירקטורים), התשפ'א-2021",פ\24\1676
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159142,"הצעת חוק לתיקון פקודת מסי העירייה ומסי הממשלה (פטורין) (פטור מארנונה לעמותות הפועלות להנצחת השואה או למען ניצולי השואה), התשפ'א-2021",פ\24\1658
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158252,"הצעת חוק שיפוט בתי דין רבניים (סמכות שיפוט בהסכמה), התשפ'א-2021",פ\24\1669
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158731,"הצעת חוק-יסוד: הממשלה (תיקון - דיון בהשתתפות ראש הממשלה החלופי)",פ\24\1675
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159156,"הצעת חוק מס הכנסה (פטור ממס על הכנסה מהשכרת דירת מגורים) (תיקון - אי תחולת הפטור ממס על מי שהשכיר דירת מגורים לשוהים שלא כדין), התשפ'א-2021",פ\24\1656
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159206,"הצעת חוק הממשלה (תיקון - חוות דעת של רשות ציבורית בענייני חקיקה), התשפ'א-2021",פ\24\1666
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159255,"הצעת חוק לימוד חובה (תיקון - הבטחת פיקוח פרלמנטרי על תשלומי הורים), התשפ'א-2021",פ\24\1597
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158512,"הצעת חוק הביטוח הלאומי (תיקון - פטור מהמצאת אישור מעסיק לעניין גמלה), התשפ'א-2021",פ\24\1607
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156567,"הצעת חוק הסדרת העיסוק במקצועות הבריאות (תיקון - מתן תעודה במקצועות הבריאות לבעלי הכשרה מקצועית), התשפ'א-2021",פ\24\1639
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158672,"הצעת חוק חובת מיגון לנכים, קשישים, דיירי הדיור הציבורי ולמתגוררים ביישובי קו העימות בעוטף עזה, התשפ'א-2021",פ\24\1593
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157680,"הצעת חוק הרבנות הראשית לישראל (תיקון - הרחבת האסיפה הבוחרת), התשפ'א-2021",פ\24\1673
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158539,"הצעת חוק אתרי התיישבות בהליכי הסדרה, התשפ'א-2021",פ\24\1667
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158687,"הצעת חוק מיגון עוטף עזה, התשפ'א-2021",פ\24\1650
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159065,"חוק דמי מחלה (תיקון מס' 6), התשפ'ב-2022",פ\24\1606
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159411,"הצעת חוק זכויות התלמיד (תיקון - הזכות להיבחן בבחינת בגרות ללא תשלום), התשפ'א-2021",פ\24\1630
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158883,"הצעת חוק זכויות הדייר בדיור הציבורי (תיקון - זכאות לאימהות יחידניות המקבלות מזונות ילדים), התשפ'א-2021",פ\24\1702
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159347,"הצעת חוק הסדרת הטיפול בחולי נפש (תיקוני חקיקה), התשפ'א-2021",פ\24\1696
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159134,"הצעת חוק חינוך ממלכתי (תיקון - מטרות החינוך), התשפ'א-2021",פ\24\1719
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159427,"הצעת חוק יום בריאות הנפש, התשפ'א-2021",פ\24\1735
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158886,"הצעת חוק לקידום דיור בר השגה, התשפ'א-2021",פ\24\1710
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158472,"הצעת חוק-יסוד: הכנסת (תיקון - מניעת בחירת מועמד שהורשע ברצח או ניסיון רצח כחלק ממעשה טרור)",פ\24\1691
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158732,"הצעת חוק מס ערך מוסף (תיקון - מס בשיעור אפס על מוצרי מזון בסיסיים), התשפ'א-2021",פ\24\1701
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158896,"הצעת חוק הביטוח הלאומי (תיקון - הצמדת קצבת אזרח ותיק לשכר הממוצע במשק), התשפ'א-2021",פ\24\1703
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159359,"הצעת חוק שינוי במינוח המייצג מטעם המדינה (תיקוני חקיקה), התשפ'א-2021",פ\24\1718
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156455,"הצעת חוק אימוץ ילדים (תיקון - כשירות לאמץ והתאמת מאמצים לילד), התשפ'א-2021",פ\24\1682
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159127,"הצעת חוק להנצחת זכרו של מנחם בגין (תיקון - יום זיכרון ממלכתי), התשפ'א-2021",פ\24\1709
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159393,"הצעת חוק לתיקון פקודת העיריות (חובת גילוי מסמכי תאגיד עירוני), התשפ'א-2021",פ\24\1716
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159061,"הצעת חוק הביטוח הלאומי (תיקון - תקופת אכשרה לעובדים בעבודה מחזורית), התשפ'א-2021",פ\24\1685
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159559,"הצעת חוק זכויות הסטודנט (תיקון - מסלולי לימוד נפרדים), התשפ'א-2021",פ\24\1722
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158987,"הצעת חוק ההוצאה לפועל (תיקון - קביעת תעריף מקסימלי לשכר טרחת עורך דין), התשפ'א-2021",פ\24\1731
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159096,"הצעת חוק ביטוח בריאות ממלכתי (תיקון - החזר דמי נסיעה באמבולנס עבור מטופל בתחום בריאות הנפש), התשפ'א-2021",פ\24\1683
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159499,"הצעת חוק הרשויות המקומיות (בחירת ראש הרשות וסגניו וכהונתם) (תיקון - מינוי סגן ראש רשות בשכר), התשפ'א-2021 ",פ\24\1700
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159077,"הצעת חוק אבחון פסיכו-דידקטי לילדים נזקקים, התשפ'א-2021",פ\24\1684
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159116,"הצעת חוק מקרקעין באזורי יהודה ושומרון, התשפ'א-2021",פ\24\1725
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158930,"הצעת חוק הגנה על עובדים בשעת חירום (תיקון - תשלום שכר עבודה לעובד שנעדר עקב סגירת מוסד הלימוד של ילדו), התשפ'א-2021",פ\24\1705
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159112,"הצעת חוק הנכים (תגמולים ושיקום) (תיקון - הוראות לגבי אישה נכה), התשפ'א-2021",פ\24\1732
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159357,"הצעת חוק רשות מקרקעי ישראל (תיקון - הקצאת קרקעות בנגב ובגליל לחיילים משוחררים ומשרתי שירות לאומי-אזרחי), התשפ'א-2021",פ\24\1695
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159791,"הצעת חוק לימוד מורשת עדות ישראל, התשפ'א-2021",פ\24\1756
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159487,"הצעת חוק לתיקון פקודת מס הכנסה (אי-ניכוי הוצאות בגין עבודה בשבת), התשפ'א-2021",פ\24\1771
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159562,"הצעת חוק סל הקליטה (תיקון - סל קליטה לחוזר בתשובה), התשפ'א-2021",פ\24\1768
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159394,"הצעת חוק העסקת עובדים על ידי קבלני כוח אדם (תיקון - שמירת תנאי העסקה בעת החלפת קבלן כוח אדם), התשפ'א-2021",פ\24\1753
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157787,"הצעת חוק בתי דין רבניים (קיום פסק דין של גירושין) (תיקון - הפקעת זכויות במקרה של סירוב גט מתמשך או מעשי אלימות), התשפ'א-2021",פ\24\1762
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159586,"הצעת חוק הממשלה (תיקון - הקמת מנגנון מוסדר לחילופי שלטון), התשפ״א-2021",פ\24\1761
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159408,"הצעת חוק הבטחת הכנסה (תיקון - גמלה לאם חד הורית), התשפ'א-2021",פ\24\1776
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159034,"הצעת חוק סבסוד מוצרים ללא גלוטן, התשפ'א-2021",פ\24\1740
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159012,"הצעת חוק למניעת אלימות במשפחה (תיקון - תכניות ומרכזי טיפול באלימות במשפחה), התשפ'א-2021",פ\24\1743
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159269,"הצעת חוק יסודות התקציב (תיקון - אישור נוהל הגשת בקשות תמיכה), התשפ'א-2021",פ\24\1772
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159491,"הצעת חוק התקשורת (בזק ושידורים) (תיקון - התרת משלוח דבר פרסומת באמצעות הודעת מסר קצר לשם קבלת תרומה או תעמולה על ידי מפרסם שהוא עמותה או חברה לתועלת הציבור), התשפ'א-2021",פ\24\1779
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159431,"הצעת חוק יסודות התקציב (תיקון - תמיכת משרדי ממשלה במוסדות ציבור), התשפ'א-2021",פ\24\1770
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159153,"הצעת חוק הקמת מאגר מידע דיגיטלי בנושא הכשרות מקצועיות, התשפ'א- 2021",פ\24\1792
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159317,"הצעת חוק יחסי ממון בין בני זוג (תיקון - הפקעת זכות האיזון מבן זוג שהורשע ברצח בן הזוג השני), התשפ'א-2021",פ\24\1785
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159166,"הצעת חוק סדר הדין הפלילי (תיקון - הוכחת העדר מסוגלות לעמוד לדין לפי מאזן הסתברויות), התשפ'א-2021",פ\24\1791
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159218,"הצעת חוק סל הקליטה (תיקון - זכאות לחוזר בתשובה), התשפ'א-2021",פ\24\1758
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159100,"הצעת חוק שירות אזרחי (תיקון - הארכת גיל הזכאות של נכה נפש לשרת במסגרת שירות לאומי או התנדבות קהילתית), התשפ'א-2021",פ\24\1739
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158894,"הצעת חוק לטיפול בכתות פוגעניות, התשפ'א-2021",פ\24\1782
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159228,"הצעת חוק הכשרות המשפטית והאפוטרופסות (תיקון - שינוי חזקת הגיל הרך), התשפ''א-2021",פ\24\1784
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159005,"הצעת חוק הסכמי קדם נישואין, התשפ'א-2021",פ\24\1766
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159133,"הצעת חוק לעידוד תחבורת אופניים, התשפ'א-2021",פ\24\1757
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157946,"הצעת חוק לשכת עורכי הדין (תיקון - הגבלת שכר טרחה על מכתבי התראה לפני גביית חוב), התשפ'א-2021",פ\24\1793
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158116,"הצעת חוק התכנית להבראת כלכלת ישראל (תיקוני חקיקה להשגת יעדי התקציב והמדיניות הכלכלית לשנות הכספים 2003 ו-2004) (תיקון - ביטול הדרגתי של היטל על העסקת עובד זר) (הוראת שעה), התשפ'א-2021",פ\24\1765
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157487,"הצעת חוק זכויות הסטודנט (תיקון - פעילות ציבורית ופוליטית במוסד להשכלה גבוהה), התשפ'א-2021",פ\24\1796
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159724,"הצעת חוק-יסוד: הממשלה (תיקון - אי מינוי ראש ממשלה ללא תעודה אקדמית או הכשרה צבאית כלוחם)",פ\24\1819
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157945,"הצעת חוק הגנת הפרטיות (תיקון - מניעת פרסום פרטיו של אדם שנהרג או נפגע ברבים בטרם נמסרה הודעה למשפחה), התשפ'א-2021",פ\24\1838
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159121,"הצעת חוק התפתחות טבעית בערי יהודה ושומרון, התשפ'א-2021",פ\24\1806
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159639,"הצעת חוק ביטוח בריאות ממלכתי (תיקון - העברת שירותי הגמילה לתוספת השנייה), התשפ'א-2021",פ\24\1828
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159712,"הצעת חוק תגמולים לאסירי ציון ולבני משפחותיהם (תיקון - הרוגי עלייה), התשפ'א-2021",פ\24\1807
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158344,"הצעת חוק השמירה על המקומות הקדושים (תיקון - שמירה על הכותל המערבי, הר הבית ומערת המכפלה), התשפ'א-2021",פ\24\1808
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157244,"הצעת חוק שיקים ללא כיסוי (תיקון - סייגים לתחולת החוק בשל התמשכות משבר הקורונה), התשפ'א-2021 ",פ\24\1814
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156849,"הצעת חוק העבירות המינהליות (תיקון - הגנה מן הצדק בעבירת קנס), התשפ'א-2021",פ\24\1837
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159009,"הצעת חוק עבודת נשים (תיקון - אובדן הריון), התשפ'א-2021",פ\24\1827
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159020,"הצעת חוק הסדרת העיסוק במקצועות הבריאות (תיקון - טיפול באמצעות בעלי חיים), התשפ'א-2021",פ\24\1801
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2160066,"הצעת חוק זכויות הסטודנט (תיקון - חופשת לידה לסטודנטית), התשפ'א-2021",פ\24\1800
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159764,"הצעת חוק שעות עבודה ומנוחה (תיקון - הסדרת סוף שבוע ארוך), התשפ'א-2021",פ\24\1824
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158912,"הצעת חוק הכנסת (תיקון - חובת התייצבות בפני ועדות הכנסת), התשפ'א-2021",פ\24\1843
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159868,"הצעת חוק בריאות ממלכתי (תיקון - העברת מידע מלא בעת מעבר בין קופות החולים), התשפ'א-2021",פ\24\1823
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159152,"הצעת חוק לקביעת חיסיון ליועצי מס ורואי חשבון (תיקוני חקיקה), התשפ'א-2021",פ\24\1820
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159452,"הצעת חוק-יסוד: הממשלה (תיקון - הבעת אי אמון בממשלה)",פ\24\1825
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159727,"הצעת חוק הביטוח הלאומי (תיקון - העלאת קצבת הילדים), התשפ'א-2021",פ\24\1799
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159788,"הצעת חוק הביטוח הלאומי (תיקון - תשלום קצבת ילדים לאחר גיל 18 בעד ילד המשרת בשירות צבאי, לאומי או אזרחי), התשפ'א-2021",פ\24\1821
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156884,"הצעת חוק-יסוד: הממשלה (תיקון - הפסקת כהונה של שר וסגן שר בשל חשד לפלילים)",פ\24\1818
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158387,"הצעת חוק-יסוד: הכנסת (תיקון - הצהרת אמונים בפני מליאת הכנסת ועיצומים נגד מי שלא הצהיר)",פ\24\1842
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157296,"הצעת חוק השמירה על המקומות הקדושים (תיקון - ייעוץ הרבנות הראשית), התשפ'א-2021",פ\24\1889
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159754,"הצעת חוק שידור אירועי ספורט בעלי עניין ציבורי, התשפ'א-2021",פ\24\1907
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2160740,"הצעת חוק ביטוח בריאות ממלכתי (תיקון - העברת שירותי הגמילה לתוספת השנייה), התשפ'א-2021 ",פ\24\1917
